MTS25	Tensile Strength
4.3987	456.8708
4.4044	457.5636
4.4082	456.6982
4.4122	456.4168
4.417	456.8257
4.4222	457.2109
4.4263	456.7999
4.4307	456.6349
4.4359	457.2892
4.44	456.7853
4.4455	457.4445
4.4502	457.2069
4.4541	456.6222
4.4582	456.7074
4.4634	457.1682
4.4681	457.2093
4.4724	456.9145
4.4768	456.96
4.4821	457.3175
4.4864	457.1438
4.4924	457.7349
4.4959	456.9577
4.5001	456.6566
4.5047	457.0009
4.51	457.4086
4.5142	457.0256
4.5185	456.9813
4.5239	457.5403
4.528	457.083
4.5334	457.6011
4.538	457.4526
4.5419	456.8513
4.5461	456.8564
4.5513	457.3768
4.5562	457.4897
4.5603	457.1014
4.5648	457.1496
4.57	457.4556
4.5743	457.2964
4.5802	457.8743
4.5841	457.1495
4.5879	456.8298
4.5926	457.1609
4.5979	457.6554
4.602	457.2498
4.6064	457.1764
4.6115	457.5544
4.6157	457.1644
4.6211	457.7684
4.6261	457.6584
4.6297	457.0289
4.6339	456.993
4.639	457.5538
4.6441	457.6314
4.6481	457.2925
4.6528	457.5117
4.6578	457.6154
4.6622	457.434
4.6678	457.9554
4.6718	457.4063
4.6756	457.0026
4.6803	457.369
4.6859	457.785
4.69	457.5151
4.6945	457.5116
4.6996	457.7342
4.7037	457.4257
4.709	457.8227
4.7143	457.8287
4.7178	457.2658
4.722	457.2214
4.7273	457.675
4.7323	457.778
4.7366	457.5118
4.7412	457.6258
4.746	457.6819
4.7501	457.4702
4.756	458.1091
4.76	457.6151
4.7637	457.2019
4.7685	457.4845
4.7741	457.8719
4.7783	457.6214
4.7828	457.6086
4.7878	457.828
4.7921	457.6357
4.7969	457.8283
4.8021	457.9557
4.8058	457.4528
4.8098	457.4044
4.8151	457.7603
4.8203	457.8958
4.8244	457.649
4.8293	457.7749
4.8343	457.8395
4.8383	457.695
4.8441	458.1651
4.848	457.7359
4.8519	457.4133
4.8566	457.6491
4.862	458.0414
4.8665	457.7346
4.8708	457.7065
4.8758	457.9466
4.8801	457.7555
4.885	457.966
4.8902	458.1214
4.894	457.6622
4.8982	457.5764
4.9033	457.8939
4.9084	458.0475
4.9123	457.7406
4.9172	457.8286
4.9222	458.0469
4.9265	457.8264
4.9319	458.1642
4.9359	457.8434
4.9398	457.58
4.9444	457.729
4.95	458.133
4.9543	457.9079
4.9586	457.8085
4.9635	458.1043
4.9681	457.9213
4.9727	458.0229
4.9779	458.1548
4.9818	457.7572
4.9858	457.6651
4.9911	458.0595
4.9962	458.1547
5.0002	457.844
5.005	457.9586
5.01	458.1537
5.0142	457.9932
5.0196	458.1826
5.0239	458.0494
5.0278	457.7083
5.0324	457.824
5.0375	458.1272
5.042	458.0455
5.0462	457.9213
5.0514	458.1608
5.056	458.1166
5.0607	458.1271
5.0659	458.1922
5.0698	457.8701
5.0738	457.7425
5.0788	458.0609
5.0837	458.1829
5.0876	457.934
5.0925	458.0511
5.0976	458.1885
5.1021	458.137
5.1071	458.1939
5.1117	458.142
5.1155	457.8568
5.12	457.917
5.125	458.178
5.1297	458.161
5.1339	458.071
5.1387	458.1815
5.1436	458.1534
5.1479	458.1524
5.1536	458.3481
5.1574	458.0553
5.1617	457.9242
5.1664	458.1331
5.1718	458.2025
5.1758	458.1199
5.1803	458.1324
5.1856	458.2256
5.1899	458.1774
5.1952	458.2771
5.1998	458.1975
5.2035	457.9998
5.208	458.0316
5.2132	458.1945
5.2179	458.1901
5.2221	458.1572
5.2269	458.1803
5.2317	458.1973
5.2363	458.1873
5.2421	458.5281
5.2457	458.1268
5.2498	458.0386
5.2546	458.1721
5.2598	458.236
5.2638	458.1653
5.2684	458.127
5.2737	458.2923
5.2779	458.1846
5.2834	458.449
5.288	458.2718
5.2918	458.1254
5.2963	458.1321
5.3013	458.2259
5.3063	458.2728
5.3104	458.1799
5.3149	458.1864
5.3202	458.2947
5.3244	458.1999
5.3303	458.7653
5.3341	458.1765
5.3385	458.159
5.343	458.1992
5.3484	458.4623
5.3527	458.1952
5.3571	458.1766
5.3624	458.5213
5.3666	458.1859
5.372	458.6182
5.3768	458.4203
5.3806	458.1696
5.3851	458.1845
5.3902	458.3307
5.3952	458.3586
5.3994	458.2003
5.404	458.21
5.4093	458.4362
5.4139	458.317
5.4196	458.9655
5.4233	458.2025
5.4274	458.1591
5.4322	458.221
5.4374	458.5002
5.4418	458.2131
5.4463	458.2043
5.4517	458.5922
5.4558	458.2332
5.4613	458.757
5.4663	458.6385
5.47	458.1848
5.4745	458.1913
5.4795	458.422
5.4848	458.4914
5.4889	458.2244
5.4935	458.246
5.4988	458.4823
5.5031	458.3688
5.5092	459.1187
5.5128	458.2404
5.5169	458.1761
5.5217	458.2382
5.5271	458.6942
5.5315	458.2745
5.5359	458.2642
5.5412	458.6208
5.5453	458.2271
5.551	458.9268
5.556	458.7065
5.5597	458.1881
5.564	458.196
5.5693	458.5525
5.5745	458.6757
5.5786	458.2532
5.5833	458.4388
5.5884	458.5744
5.5926	458.3452
5.5989	459.2447
5.6026	458.3495
5.6067	458.1869
5.6114	458.3006
5.6171	458.834
5.6214	458.369
5.6258	458.3694
5.6311	458.7538
5.6353	458.3229
5.6407	458.8945
5.6459	458.9349
5.6496	458.225
5.654	458.2155
5.6594	458.5961
5.6645	458.8106
5.6687	458.4261
5.6736	458.6033
5.6787	458.7088
5.683	458.4208
5.6891	459.4257
5.6929	458.4761
5.697	458.195
5.7018	458.3597
5.7075	458.9679
5.7119	458.5151
5.7164	458.4753
5.7215	458.8311
5.7259	458.475
5.7311	458.7956
5.7363	459.005
5.7401	458.2713
5.7444	458.2308
5.7494	458.667
5.7547	458.8362
5.7586	458.4195
5.7636	458.6122
5.7684	458.7262
5.773	458.4964
5.779	459.3356
5.783	458.6029
5.7869	458.2255
5.7918	458.4483
5.7972	459.0591
5.8015	458.6411
5.8061	458.5803
5.8113	458.9818
5.8158	458.6574
5.8208	458.9411
5.8263	459.2474
5.8301	458.4419
5.8342	458.289
5.8395	458.8449
5.845	459.1118
5.8489	458.5732
5.8538	458.7702
5.8591	459.0936
5.8636	458.737
5.8689	459.3751
5.8733	458.7425
5.8773	458.2983
5.8819	458.596
5.8876	459.1996
5.8919	458.8227
5.8966	458.6833
5.9019	459.1639
5.9064	458.812
5.9112	458.9644
5.9165	459.2965
5.9204	458.5552
5.9244	458.3386
5.9297	458.9529
5.9351	459.1682
5.939	458.6336
5.944	458.782
5.949	459.1832
5.9537	458.8935
5.959	459.4369
5.9636	458.9212
5.9674	458.4036
5.972	458.5822
5.9774	459.0622
5.982	458.898
5.9864	458.7069
5.9916	459.1725
5.9962	459.0243
6.0013	459.0544
6.0064	459.3913
6.0104	458.6692
6.0145	458.4406
6.0197	458.9652
6.025	459.281
6.029	458.7103
6.034	458.8986
6.0392	459.3388
6.0437	459.0176
6.0485	459.3635
6.0533	459.0281
6.0573	458.5732
6.0621	458.6545
6.0673	459.1702
6.072	459.0751
6.0764	458.838
6.0814	459.1657
6.086	458.9822
6.0907	458.9774
6.0963	459.8085
6.1001	458.7672
6.1045	458.5939
6.1094	458.9757
6.1146	459.4027
6.1188	458.9087
6.1236	458.925
6.1286	459.4384
6.1332	459.0659
6.1385	459.6024
6.1432	459.2448
6.147	458.7024
6.1516	458.6891
6.1566	459.2105
6.1616	459.1792
6.1656	458.9518
6.1706	459.1199
6.1757	459.2726
6.1804	459.185
6.1863	460.0689
6.1901	458.9091
6.1942	458.741
6.1992	459.0507
6.2044	459.4563
6.2087	459.0307
6.2131	458.9225
6.2186	459.6817
6.223	459.1337
6.2285	459.87
6.2332	459.3912
6.2369	458.7591
6.2416	458.8222
6.2469	459.368
6.2518	459.4171
6.2561	458.9829
6.2606	459.0391
6.2659	459.3662
6.2703	459.0982
6.2762	460.1319
6.28	459.0142
6.2842	458.7595
6.2891	459.0829
6.2945	459.6472
6.2987	459.0118
6.3029	458.857
6.3086	459.7614
6.3128	459.0471
6.3184	459.9743
6.3232	459.5218
6.3271	458.7839
6.3317	458.8164
6.3367	459.2706
6.3416	459.4171
6.3459	459.0352
6.3505	459.0871
6.3561	459.5374
6.3605	459.3103
6.3666	460.132
6.37	459.0052
6.3743	458.7062
6.3791	459.0868
6.3845	459.7749
6.3889	459.058
6.3933	458.976
6.3986	459.6594
6.4028	459.0382
6.4083	459.887
6.4132	459.6712
6.417	458.832
6.4215	458.8152
6.4268	459.4167
6.4318	459.4648
6.436	458.9802
6.4404	459.0337
6.4456	459.4586
6.4502	459.2318
6.4562	460.1772
6.4598	459.1077
6.4639	458.7499
6.4689	459.0466
6.4743	459.8534
6.4787	459.2137
6.4831	459.1843
6.4884	459.794
6.4927	459.1089
6.4983	460.0902
6.5032	459.7972
6.5068	458.8647
6.5114	458.7964
6.5167	459.5428
6.522	459.7826
6.5262	459.1404
6.5308	459.3808
6.536	459.5483
6.5403	459.2471
6.5465	460.1921
6.5504	459.2333
6.5543	458.7474
6.5593	459.1143
6.5649	459.9997
6.569	459.222
6.5738	459.2185
6.5791	459.8615
6.5832	459.1276
6.5886	459.9677
6.5938	459.9402
6.5975	458.926
6.602	458.8814
6.6071	459.4397
6.6124	459.8328
6.6165	459.1724
6.6213	459.3997
6.6266	459.5975
6.6307	459.1879
6.6369	460.1918
6.6409	459.3165
6.6449	458.7737
6.6496	459.0974
6.6552	459.9955
6.6596	459.3452
6.6641	459.2728
6.6693	459.8684
6.6738	459.2498
6.6789	459.7757
6.6845	460.0228
6.6883	458.9868
6.6926	458.9203
6.698	459.5901
6.7033	459.8751
6.7073	459.2224
6.7124	459.4494
6.7175	459.5798
6.7219	459.2855
6.7278	460.1902
6.732	459.397
6.7359	458.7864
6.7407	459.1454
6.7464	459.8977
6.7507	459.2473
6.7554	459.1749
6.7608	459.7627
6.7651	459.2499
6.7702	459.5792
6.7755	459.9312
6.7792	458.9132
6.7834	458.7712
6.7887	459.3996
6.7941	459.8497
6.7982	459.097
6.8032	459.2699
6.8084	459.6935
6.8128	459.2392
6.8184	460.0724
6.8226	459.3546
6.8267	458.7923
6.8316	459.0941
6.8371	459.8541
6.8417	459.3727
6.8461	459.141
6.8513	459.7456
6.8561	459.333
6.861	459.6497
6.8664	459.9613
6.8704	459.0324
6.8746	458.8078
6.8798	459.4748
6.8851	459.8581
6.8892	459.1104
6.8941	459.2573
6.8995	459.8558
6.9038	459.3846
6.9094	460.0438
6.9139	459.3768
6.9178	458.8026
6.9226	459.0053
6.9282	459.7276
6.9328	459.2812
6.9373	459.0737
6.9424	459.6384
6.9471	459.4016
6.952	459.4604
6.9575	459.8849
6.9612	459.0347
6.9657	458.7672
6.9708	459.2371
6.9763	459.7528
6.9803	459.0082
6.9851	459.1897
6.9904	459.7427
6.9952	459.3654
7.0002	459.7852
7.0049	459.4176
7.009	458.8572
7.0135	458.9114
7.0188	459.4077
7.0239	459.37
7.0282	459.1198
7.0335	459.4611
7.0383	459.3402
7.0429	459.2873
7.0487	460.0563
7.0527	458.9709
7.0568	458.771
7.0619	459.18
7.0673	459.6474
7.0715	459.0733
7.0761	459.087
7.0814	459.5443
7.086	459.2315
7.0914	459.811
7.0962	459.3942
7.1003	458.7966
7.1047	458.812
7.1102	459.3553
7.1148	459.2636
7.1193	459.0209
7.1241	459.1527
7.1292	459.2473
7.1338	459.1968
7.1398	460.0834
7.1437	458.929
7.1479	458.7562
7.1529	459.0471
7.1583	459.4191
7.1625	458.9499
7.167	458.8443
7.1724	459.5396
7.1769	459.0706
7.1825	459.7004
7.1871	459.3259
7.1911	458.6939
7.1957	458.7273
7.2011	459.2599
7.2061	459.2931
7.2105	458.8977
7.2152	458.931
7.2206	459.3164
7.2249	459.0076
7.2311	460.0523
7.2349	458.8618
7.2393	458.6443
7.2439	458.923
7.2497	459.4372
7.254	458.8902
7.2586	458.7241
7.2641	459.4706
7.2684	458.8299
7.2741	459.6953
7.279	459.2869
7.2829	458.608
7.2873	458.6522
7.2928	459.0726
7.2977	459.0727
7.302	458.727
7.3067	458.7529
7.3121	459.1628
7.3166	458.9329
7.3225	459.9451
7.3266	458.7472
7.3308	458.4695
7.3357	458.7608
7.3412	459.258
7.3456	458.7208
7.3501	458.645
7.3556	459.1579
7.36	458.7127
7.3655	459.3121
7.3706	459.131
7.3745	458.4419
7.3788	458.4084
7.3843	458.9583
7.3895	459.0195
7.3937	458.5833
7.3985	458.6162
7.4036	458.889
7.4082	458.6904
7.4144	459.696
7.4183	458.5856
7.4225	458.2702
7.4274	458.5018
7.4331	459.0542
7.4374	458.5654
7.442	458.5582
7.4474	458.8977
7.4517	458.4119
7.4574	459.1949
7.4625	458.9137
7.4663	458.2391
7.4708	458.2127
7.4763	458.6923
7.4815	458.7741
7.4858	458.3309
7.4908	458.4845
7.4958	458.6291
7.5003	458.3729
7.5065	459.2036
7.5105	458.3739
7.5146	458.1898
7.5196	458.271
7.5253	458.8211
7.5298	458.3704
7.5344	458.3222
7.5398	458.6362
7.5441	458.2311
7.5496	458.6777
7.5551	458.7397
7.5588	458.1869
7.5632	458.1826
7.5686	458.374
7.5739	458.5078
7.578	458.2072
7.5832	458.3047
7.5882	458.3405
7.5928	458.1989
7.5992	458.8945
7.6032	458.2162
7.607	458.1039
7.612	458.1869
7.6178	458.4863
7.6223	458.1994
7.6268	458.1926
7.6323	458.31
7.6368	458.1874
7.6421	458.2802
7.6476	458.4234
7.6515	458.1189
7.656	458.0689
7.6614	458.2042
7.6667	458.2617
7.6712	458.1663
7.676	458.1862
7.6813	458.1986
7.6856	458.1442
7.6917	458.4627
7.6961	458.165
7.7002	457.8473
7.7054	458.0675
7.7111	458.2024
7.7155	458.1218
7.7203	458.0643
7.7257	458.1945
7.7304	458.1071
7.7357	458.1789
7.7411	458.2003
7.745	457.7912
7.7494	457.6806
7.7549	458.0507
7.7605	458.1693
7.7647	457.8307
7.7696	457.9168
7.7752	458.1238
7.7795	457.8621
7.7854	458.1712
7.7899	457.813
7.7939	457.4926
7.7989	457.6782
7.8047	458.0709
7.8093	457.7701
7.8139	457.6608
7.8193	457.9157
7.824	457.696
7.829	457.7574
7.8347	458.0027
7.8387	457.5087
7.8432	457.2777
7.8485	457.6962
7.8541	457.8268
7.8583	457.4992
7.8632	457.5466
7.8689	457.7442
7.8734	457.5578
7.8792	457.801
7.8841	457.5273
7.8881	457.0128
7.8929	457.1145
7.8984	457.5618
7.9033	457.3318
7.9079	457.115
7.9132	457.5051
7.9183	457.3321
7.9234	457.2959
7.9288	457.4773
7.9329	456.8207
7.9372	456.4745
7.9427	457.0138
7.9479	457.2835
7.9523	456.7417
7.9574	456.8613
7.9629	457.1514
7.9676	456.8851
7.9729	457.1037
7.9781	456.8156
7.982	456.1623
7.9867	456.1989
7.9922	456.7414
7.9972	456.6298
8.0018	456.2308
8.0071	456.5615
8.012	456.3318
8.0167	456.2596
8.0229	456.9352
8.0269	455.9218
8.0314	455.7421
8.0365	456.0134
8.0419	456.3008
8.0464	455.8459
8.0514	455.8324
8.057	456.1989
8.0617	455.9012
8.0671	456.2317
8.0723	455.8969
8.0764	455.6371
8.0812	455.6245
8.0867	455.7632
8.0918	455.7245
8.0964	455.6561
8.1014	455.6728
8.1068	455.6753
8.1115	455.6444
8.1176	455.8881
8.1217	455.4192
8.1264	455.2806
8.1315	455.4441
8.137	455.6316
8.1415	455.3103
8.1462	455.2066
8.1518	455.5523
8.1567	455.2433
8.1622	455.5304
8.1676	455.3283
8.1716	454.8543
8.1765	454.8578
8.1818	455.1017
8.1871	455.1305
8.1916	454.8427
8.1966	454.8565
8.2023	454.9869
8.2069	454.784
8.2133	455.2915
8.2175	454.6159
8.2218	454.4606
8.2271	454.5778
8.2328	454.841
8.2373	454.4996
8.2419	454.3999
8.2478	454.6966
8.2523	454.38
8.2582	454.6837
8.2634	454.489
8.2675	454.1757
8.2725	454.1615
8.2777	454.3247
8.2831	454.2986
8.2876	454.142
8.2924	454.1317
8.2982	454.2548
8.3031	454.143
8.3094	454.3957
8.3136	453.9382
8.318	453.6542
8.3232	453.8501
8.329	454.0723
8.3336	453.7126
8.3382	453.5709
8.3438	453.9242
8.3483	453.4958
8.3542	453.9065
8.3595	453.6906
8.3638	452.8837
8.3685	452.8065
8.3741	453.2492
8.3796	453.3115
8.3841	452.7851
8.389	452.7466
8.3944	452.9194
8.3991	452.6773
8.4058	453.438
8.4101	452.2986
8.4144	451.9783
8.4194	452.0832
8.4254	452.5135
8.4299	452.0016
8.4349	451.9749
8.4404	452.1317
8.445	451.8469
8.451	452.1798
8.4565	451.9785
8.4604	451.1615
8.4652	450.923
8.4706	451.6891
8.4761	451.7158
8.4806	450.9866
8.4859	451.2095
8.4913	451.2017
8.4962	450.7455
8.5025	451.6066
8.5067	450.3182
8.5111	449.8477
8.5161	450.0613
8.522	450.5774
8.5268	450.0103
8.5316	449.8827
8.5371	450.0846
8.5417	449.7492
8.5475	450.0022
8.5532	449.9138
8.557	449.6706
8.5619	449.6572
8.5673	449.7033
8.573	449.7107
8.5775	449.658
8.5827	449.6604
8.5881	449.6597
8.5926	449.6064
8.5993	449.6866
8.6037	449.5459
8.608	449.173
8.6132	449.3163
8.6191	449.5618
8.6236	449.2447
8.6286	449.1007
8.634	449.283
8.6389	448.846
8.6444	449.0973
8.6499	449.0102
8.6541	448.1106
8.6588	447.9868
8.6642	448.3272
8.6697	448.4116
8.6746	447.9415
8.6797	447.9796
8.685	447.9206
8.6895	447.4243
8.6958	448.0791
8.7005	447.1966
8.7048	446.5487
8.7099	446.7038
8.7157	447.2332
8.7203	446.6075
8.7253	446.3952
8.7307	446.6092
8.7357	446.2585
8.7411	446.3445
8.7469	446.36
8.7511	445.8328
8.7557	445.6173
8.7613	445.921
8.767	445.9576
8.7715	445.5137
8.7766	445.5157
8.7823	445.614
8.7871	445.252
8.793	445.5338
8.798	444.9153
8.8022	444.3162
8.8073	444.4787
8.8129	444.8824
8.818	444.416
8.8229	444.0662
8.8285	444.3627
8.8334	443.873
8.8389	443.8868
8.8447	443.8615
8.849	443.6563
8.8535	443.4086
8.8591	443.7069
8.8647	443.7177
8.8692	443.2157
8.8744	443.1783
8.8801	443.31
8.885	442.8802
8.8907	442.9929
8.8958	442.5962
8.9002	442.0013
8.9051	441.9993
8.911	442.3436
8.916	441.9683
8.9207	441.8182
8.9263	441.9022
8.9316	441.773
8.937	441.6142
8.9428	441.5437
8.9472	440.8913
8.9518	440.4782
8.9573	440.8418
8.963	440.9623
8.9675	440.304
8.973	440.311
8.9785	440.3637
8.9836	439.9123
8.9892	439.9169
8.9947	439.3566
8.9994	438.8218
9.0042	438.6926
9.01	438.9553
9.0151	438.6806
9.02	438.1815
9.0255	438.2556
9.0309	437.9869
9.0362	437.9077
9.0425	438.0138
9.047	437.7689
9.0515	437.691
9.057	437.7321
9.0628	437.7558
9.0676	437.5302
9.0729	437.4104
9.0787	437.5025
9.0838	437.0146
9.0897	437.1046
9.0951	436.3714
9.0996	435.7293
9.1046	435.61
9.1105	435.8635
9.1159	435.5977
9.121	435.0174
9.1261	434.8907
9.1317	434.6903
9.137	434.4481
9.1434	434.6311
9.1478	433.6868
9.1528	433.4329
9.1582	433.4774
9.1641	433.5388
9.1689	433.2226
9.1738	433.0076
9.18	433.2172
9.1848	432.743
9.1911	432.8802
9.1967	432.3043
9.2012	431.7732
9.2061	431.7292
9.2118	431.8549
9.2173	431.6967
9.2221	431.2991
9.2272	431.2226
9.2335	431.1855
9.2383	430.5576
9.2452	430.8657
9.2499	429.7405
9.2545	429.4467
9.2599	429.4597
9.2657	429.6028
9.2705	429.0479
9.2756	428.7543
9.2817	429.0168
9.2864	428.3495
9.2926	428.6115
9.2987	427.8817
9.3033	427.0843
9.3082	426.9307
9.3139	427.0819
9.3196	426.8694
9.3244	426.2385
9.3296	426.0919
9.3358	426.1003
9.3409	425.8044
9.3479	425.9027
9.3526	425.3434
9.3575	424.9033
9.3628	425.0262
9.3687	425.1806
9.3738	424.0914
9.3788	423.9216
9.3849	424.0243
9.3901	423.1918
9.3966	423.4156
9.4024	422.5813
9.4072	421.7591
9.4119	421.6392
9.4178	421.8086
9.4236	421.6179
9.4284	421.2596
9.4338	421.085
9.4398	420.9865
9.4449	420.6392
9.4519	420.7402
9.4571	419.5371
9.4615	419.0452
9.4671	419.136
9.4731	419.3575
9.4784	418.3856
9.4835	418.0547
9.4896	418.0442
9.4947	417.2781
9.5012	417.5073
9.5077	416.9395
9.5122	416.0493
9.5172	415.7981
9.523	416.0965
9.5292	415.7778
9.534	414.9332
9.5398	414.8289
9.5457	414.521
9.551	413.8979
9.5582	413.9711
9.5634	413.1905
9.5679	412.7736
9.5731	412.877
9.5798	413.0094
9.585	411.997
9.5904	411.5674
9.5963	411.4226
9.6015	410.649
9.6078	410.703
9.6147	410.0568
9.6193	409.16
9.624	408.9494
9.63	409.1324
9.6363	408.8345
9.6415	408.1057
9.6472	407.8119
9.6534	407.5458
9.6588	406.8567
9.6659	406.9709
9.6716	405.6531
9.676	405.1095
9.6816	405.1339
9.6879	405.1726
9.6937	404.6799
9.6991	404.1472
9.7054	403.8546
9.7108	402.8838
9.7169	402.7253
9.724	402.0771
9.7289	401.2885
9.7338	401.125
9.7397	401.2135
9.7463	400.9044
9.7516	399.9353
9.7575	399.6521
9.7637	399.2034
9.7692	398.5075
9.7765	398.5246
9.7824	397.2022
9.787	396.4378
9.7924	396.4494
9.7991	396.4304
9.8047	395.6875
9.8104	395.1287
9.8168	394.8198
9.8227	394.0677
9.8289	393.695
9.8362	393.2047
9.8414	392.1768
9.8463	391.6654
9.8525	391.8048
9.8593	391.1709
9.8649	390.0471
9.8706	389.727
9.8774	389.3667
9.8832	388.8091
9.8901	388.6435
9.8965	387.4637
9.9014	386.4168
9.9069	386.3603
9.9138	386.2829
9.9203	384.8935
9.9262	384.3919
9.9328	384.1506
9.939	383.4279
9.9456	382.78
9.9526	382.1442
9.9582	381.0299
9.9633	380.4743
9.9695	380.4943
9.9769	379.7332
9.9829	378.3476
9.9891	377.9253
9.9963	377.4616
10.0027	376.7453
10.0099	376.2426
10.017	374.8501
10.0221	373.7177
10.0276	373.6081
10.0346	373.2065
10.0415	372.2249
10.0479	371.482
10.0552	370.9815
10.0625	369.6142
10.0695	368.5741
10.0773	367.8535
10.0834	366.4716
10.0886	365.7993
10.0954	365.6969
10.1039	364.7274
10.1112	362.6985
10.119	361.5718

