MTS25	Tensile Strength
5.5713	395.5689
5.5754	395.3548
5.5799	395.5868
5.5844	395.5596
5.5888	395.5871
5.5944	396.0855
5.5977	395.4786
5.6014	395.1559
5.606	395.6019
5.6115	395.95
5.6153	395.6342
5.6196	395.6466
5.6246	395.9149
5.6283	395.6193
5.6337	396.1548
5.6383	395.9845
5.6416	395.5821
5.6457	395.6133
5.6509	395.9842
5.6555	396.0196
5.6594	395.742
5.6643	395.9828
5.6688	396.0418
5.6728	395.9143
5.6784	396.5445
5.682	395.9661
5.6856	395.6523
5.6904	395.949
5.6956	396.429
5.6995	396.1215
5.7039	396.1149
5.7089	396.4739
5.7127	396.0935
5.7178	396.5533
5.7226	396.5183
5.726	395.9439
5.7301	396.0128
5.735	396.4857
5.7399	396.5543
5.7438	396.3419
5.7485	396.4883
5.753	396.5213
5.757	396.4123
5.7628	397.1684
5.7662	396.4591
5.7701	396.2217
5.7746	396.4758
5.7797	396.8533
5.7837	396.5531
5.788	396.5455
5.7931	396.9955
5.797	396.5878
5.8018	396.9338
5.8068	397.1209
5.8103	396.5238
5.8145	396.5239
5.8193	396.9214
5.8244	397.2398
5.8282	396.728
5.8328	397.0068
5.8376	397.1916
5.8416	396.9268
5.8469	397.4595
5.8508	397.025
5.8543	396.617
5.8591	396.9651
5.8642	397.4179
5.8686	397.1904
5.8726	397.0853
5.878	397.5672
5.8819	397.2852
5.8866	397.4915
5.8914	397.6302
5.8949	397.0824
5.899	397.0439
5.904	397.4226
5.9088	397.7008
5.9127	397.2533
5.917	397.3362
5.9222	397.7719
5.9264	397.6256
5.9316	397.992
5.9355	397.5237
5.9392	397.2035
5.9435	397.3955
5.9487	397.8896
5.9528	397.659
5.957	397.4573
5.962	397.9784
5.9664	397.9704
5.9713	398.0207
5.9759	398.0081
5.9795	397.5362
5.9834	397.3971
5.9882	397.9554
5.9933	398.0166
5.9971	397.7546
6.0011	397.749
6.0063	398.0333
6.0107	398.0261
6.0159	398.3104
6.0196	397.9846
6.0234	397.7829
6.0277	397.8622
6.0331	398.0916
6.0373	398.0186
6.0413	398.0021
6.0459	398.0322
6.0504	398.0476
6.055	398.1179
6.0598	398.2145
6.0632	398.0063
6.0674	398.0009
6.0721	398.057
6.0772	398.3364
6.0809	398.0447
6.0852	398.0393
6.0904	398.4267
6.0946	398.274
6.0997	398.7317
6.1038	398.2127
6.1074	398.023
6.1118	398.0855
6.1168	398.4087
6.1213	398.4266
6.1253	398.2662
6.1301	398.4844
6.1345	398.4536
6.139	398.6103
6.1443	399.1176
6.1476	398.2696
6.1516	398.1884
6.1564	398.4516
6.1615	398.9452
6.1654	398.4598
6.1697	398.4567
6.1748	399.1727
6.1787	398.6111
6.184	399.4344
6.1882	398.9257
6.1919	398.3942
6.1963	398.5578
6.2011	399.1375
6.2057	399.1384
6.2097	398.7523
6.2145	399.2543
6.2191	399.2195
6.2234	399.2697
6.2287	399.8682
6.2321	398.8698
6.2361	398.6693
6.2409	399.1913
6.2461	399.6168
6.2499	399.1778
6.2541	399.0776
6.2594	399.8427
6.2632	399.3322
6.2687	400.379
6.2729	399.6941
6.2765	399.08
6.2807	399.1811
6.2859	399.7796
6.2904	399.84
6.2944	399.5233
6.2991	399.7732
6.3037	399.8549
6.3081	400.0521
6.3137	400.688
6.317	399.5893
6.3209	399.3771
6.3256	399.7642
6.3309	400.4608
6.3347	399.8081
6.3391	399.8263
6.3441	400.6236
6.348	399.9641
6.3535	400.7747
6.3576	400.463
6.3612	399.6879
6.3655	399.7445
6.3708	400.6591
6.3753	400.5419
6.3791	400.1062
6.3837	400.3514
6.3886	400.5926
6.393	400.6968
6.3985	400.9548
6.4017	400.2902
6.4057	399.9529
6.4103	400.42
6.4157	400.8491
6.4194	400.5952
6.4237	400.5974
6.4288	400.9239
6.4326	400.7043
6.4381	401.0638
6.4423	400.9002
6.446	400.4867
6.4501	400.5106
6.4553	400.9392
6.4601	400.9907
6.4639	400.7888
6.4687	400.9748
6.473	400.8857
6.4774	400.9154
6.4831	401.6106
6.4868	400.8416
6.4904	400.6944
6.4952	400.9151
6.5005	401.4602
6.5044	400.9716
6.5087	400.953
6.5137	401.3383
6.5174	400.9151
6.5229	401.5623
6.5275	401.4321
6.5308	400.8233
6.5352	400.8927
6.5403	401.3911
6.5448	401.4388
6.5487	401.0843
6.5534	401.4025
6.558	401.4181
6.5622	401.2303
6.5678	401.794
6.5712	401.2917
6.575	400.9452
6.5798	401.2989
6.5849	401.6919
6.5888	401.5032
6.5932	401.5095
6.5982	401.7514
6.6022	401.4627
6.6072	401.7584
6.6119	401.7641
6.6154	401.2676
6.6195	401.3359
6.6246	401.7204
6.6294	401.7801
6.6331	401.6156
6.6377	401.7131
6.6423	401.7318
6.6464	401.6565
6.652	401.9841
6.6556	401.7155
6.6594	401.5321
6.6641	401.7125
6.6694	401.9096
6.6734	401.7803
6.6776	401.7696
6.6827	401.9127
6.6866	401.7693
6.6913	401.877
6.6962	401.9577
6.6997	401.6964
6.7038	401.6941
6.7086	401.8513
6.7137	402.0087
6.7174	401.82
6.722	401.8957
6.7269	401.9956
6.7308	401.8667
6.7361	402.1078
6.7402	401.9156
6.7441	401.7881
6.7483	401.8859
6.7537	402.0908
6.7576	401.9632
6.7619	401.9056
6.7671	402.1211
6.7713	402.039
6.776	402.102
6.7809	402.1426
6.7844	401.8994
6.7884	401.8801
6.7934	402.0708
6.7983	402.1394
6.8018	401.9852
6.8062	402.0214
6.8115	402.1583
6.8156	402.1047
6.8207	402.3187
6.8247	402.0908
6.8283	401.9437
6.8329	402.0525
6.8379	402.2084
6.842	402.1104
6.8459	402.0427
6.8512	402.2447
6.8556	402.2143
6.8605	402.4201
6.8649	402.3685
6.8686	402.0856
6.8725	402.0588
6.8773	402.211
6.8824	402.4265
6.8861	402.136
6.8902	402.1351
6.8956	402.4711
6.8998	402.425
6.9055	402.8598
6.909	402.2779
6.9126	402.1322
6.9167	402.1582
6.9223	402.6692
6.9263	402.4511
6.9303	402.3202
6.9349	402.4694
6.9395	402.5559
6.9444	402.731
6.9492	402.8327
6.9527	402.3137
6.9568	402.2805
6.9617	402.5826
6.9667	402.8666
6.9703	402.5278
6.9745	402.4832
6.9799	402.8724
6.984	402.7759
6.9894	403.1346
6.9933	402.7429
6.9969	402.3923
7.0015	402.5256
7.0064	402.8572
7.0108	402.8474
7.0149	402.7236
7.0196	402.8739
7.024	402.8578
7.0286	402.9446
7.0338	403.4196
7.0372	402.7515
7.0412	402.6779
7.046	402.8733
7.051	403.2392
7.055	402.8753
7.0594	402.8892
7.0646	403.4288
7.0685	402.9586
7.074	403.616
7.0783	403.2652
7.0819	402.8335
7.0864	402.9021
7.0912	403.3541
7.0957	403.3845
7.1	403.0283
7.1047	403.419
7.1093	403.4285
7.1139	403.4642
7.1193	403.8156
7.1227	403.0917
7.1267	402.9495
7.1317	403.4247
7.1367	403.7055
7.1406	403.3674
7.1449	403.3169
7.1503	403.7732
7.1542	403.4185
7.1598	404.1122
7.1639	403.6704
7.1676	403.1632
7.1721	403.3138
7.1771	403.7578
7.1817	403.6936
7.1857	403.494
7.1905	403.6501
7.1951	403.735
7.1997	403.8008
7.2054	404.5536
7.2086	403.6119
7.2127	403.4299
7.2175	403.712
7.2227	404.085
7.2267	403.7139
7.2311	403.7328
7.2363	404.2405
7.2402	403.7726
7.2458	404.5984
7.25	404.1338
7.2537	403.6278
7.2579	403.6474
7.2632	404.2438
7.2677	404.1658
7.2717	403.8023
7.2766	403.9652
7.2813	404.2777
7.2859	404.4067
7.2914	404.8276
7.295	403.8928
7.2988	403.7602
7.3035	404.0406
7.309	404.7437
7.3128	404.123
7.3172	404.0969
7.3225	404.7682
7.3263	404.2692
7.3318	404.8807
7.3364	404.7558
7.3401	403.9585
7.3443	403.9852
7.3497	404.7798
7.3544	404.7589
7.3584	404.4962
7.3633	404.7742
7.3678	404.7026
7.3721	404.7194
7.3782	405.2537
7.3817	404.6527
7.3855	404.1666
7.3904	404.7263
7.3957	405.018
7.4	404.7859
7.4044	404.7867
7.4095	404.9934
7.4134	404.7085
7.4189	405.1673
7.4237	405.0596
7.4269	404.5542
7.4314	404.6602
7.4368	405.0223
7.4416	405.0435
7.4457	404.83
7.4505	404.9668
7.4552	404.9812
7.4595	404.8979
7.4652	405.7311
7.4689	404.8971
7.4726	404.6849
7.4775	404.9013
7.4827	405.2424
7.4868	404.9454
7.4912	404.9291
7.4963	405.2747
7.5	404.9017
7.5054	405.4444
7.5102	405.4245
7.5138	404.8285
7.5181	404.8636
7.5231	405.2464
7.5278	405.4612
7.532	405.0738
7.5367	405.2965
7.5415	405.3451
7.5455	405.135
7.5514	405.9977
7.555	405.1803
7.5587	404.9248
7.5634	405.182
7.569	405.8364
7.5729	405.3985
7.5773	405.3026
7.5825	405.837
7.5862	405.3589
7.5911	405.7469
7.5962	405.9255
7.5998	405.1465
7.6038	405.1208
7.609	405.6718
7.6141	405.9784
7.6178	405.499
7.6226	405.7616
7.6274	405.915
7.6315	405.7036
7.6369	406.1895
7.6409	405.7737
7.6446	405.2935
7.6494	405.6792
7.6545	406.1096
7.6586	405.8326
7.6629	405.7205
7.668	406.185
7.6724	405.9581
7.6773	406.1638
7.6823	406.29
7.6859	405.7585
7.6901	405.7328
7.6951	406.0912
7.7002	406.3256
7.7038	405.881
7.7084	405.9566
7.7137	406.355
7.7181	406.2218
7.7233	406.5913
7.7275	406.2099
7.7313	405.8475
7.7358	406.056
7.7412	406.4411
7.7454	406.2084
7.7494	406.0287
7.7545	406.4748
7.7593	406.4499
7.7643	406.596
7.7691	406.5512
7.7726	406.0411
7.7768	405.9539
7.7818	406.3777
7.7867	406.5574
7.7907	406.1857
7.795	406.1684
7.8005	406.5968
7.8049	406.5518
7.8104	406.8054
7.8141	406.4234
7.8179	406.1325
7.8221	406.2
7.8278	406.6456
7.8319	406.5177
7.8361	406.4122
7.841	406.5205
7.8458	406.5833
7.8505	406.6701
7.8555	406.7362
7.8592	406.4222
7.8633	406.3669
7.8681	406.5722
7.8733	406.7483
7.8772	406.54
7.8814	406.5187
7.887	406.7912
7.8912	406.7077
7.8967	406.8981
7.9006	406.6629
7.9045	406.4668
7.9092	406.5646
7.9141	406.7667
7.9188	406.7479
7.9228	406.6625
7.9279	406.7729
7.9322	406.7443
7.937	406.7959
7.9424	406.9934
7.9459	406.6286
7.9501	406.5849
7.9549	406.7439
7.96	406.8842
7.964	406.7198
7.9684	406.7004
7.9737	406.9249
7.9776	406.7613
7.9832	407.1056
7.9875	406.8705
7.9911	406.6412
7.9954	406.7099
8.0005	406.8683
8.0053	406.8993
8.0094	406.793
8.0144	406.9272
8.0191	406.9386
8.0237	406.9414
8.0292	407.2989
8.0326	406.7993
8.0367	406.7493
8.0415	406.9021
8.0467	407.1465
8.0507	406.875
8.055	406.8617
8.0605	407.277
8.0645	406.9188
8.0702	407.4881
8.0744	407.1243
8.078	406.8116
8.0825	406.8571
8.0877	407.2187
8.0924	407.1159
8.0964	406.9433
8.1011	407.1064
8.1059	407.1666
8.1106	407.2571
8.1162	407.6126
8.1197	407.0133
8.1238	406.8732
8.1287	407.0649
8.1338	407.3613
8.1379	407.0833
8.1424	407.091
8.1473	407.4197
8.1515	407.1971
8.157	407.6608
8.1614	407.3872
8.165	406.9827
8.1692	406.9799
8.1747	407.4048
8.1793	407.3911
8.1834	407.2372
8.1882	407.3142
8.193	407.4145
8.1977	407.4959
8.2033	407.9445
8.2068	407.2708
8.2107	407.1373
8.2155	407.3025
8.2209	407.7186
8.2248	407.3309
8.2292	407.3239
8.2346	407.7466
8.2386	407.4056
8.2442	408.0165
8.2486	407.6866
8.2523	407.2607
8.2566	407.2729
8.2617	407.6788
8.2665	407.6735
8.2706	407.4356
8.2754	407.6954
8.2799	407.6158
8.2844	407.6406
8.2903	408.5048
8.2937	407.4927
8.2977	407.3014
8.3026	407.5445
8.3079	408.1037
8.3119	407.6273
8.3164	407.6383
8.3215	408.0043
8.3253	407.5451
8.3308	408.3511
8.3354	408.1433
8.3391	407.4347
8.3434	407.5044
8.3488	408.106
8.3535	408.1572
8.3574	407.706
8.3623	407.9996
8.3671	408.0991
8.3712	407.8939
8.3773	408.7114
8.3809	407.9547
8.3846	407.5699
8.3896	407.854
8.3948	408.5065
8.399	408.0573
8.4035	408.0552
8.409	408.5601
8.4127	408.0047
8.4182	408.5956
8.423	408.5541
8.4263	407.7305
8.4308	407.7963
8.436	408.4382
8.4408	408.5226
8.4448	408.1911
8.4496	408.4656
8.4542	408.4925
8.4584	408.2325
8.4644	408.8956
8.468	408.3609
8.4719	407.8483
8.4766	408.3272
8.482	408.6695
8.486	408.4756
8.4904	408.4653
8.4958	408.6994
8.4998	408.5012
8.5048	408.6765
8.51	408.8318
8.5136	408.3638
8.5178	408.2754
8.5227	408.5726
8.528	408.9137
8.5319	408.5222
8.5366	408.6366
8.5418	408.8459
8.546	408.5826
8.5517	409.2002
8.5555	408.6307
8.5593	408.4376
8.5642	408.5705
8.5695	408.9804
8.5739	408.6786
8.578	408.5831
8.5836	409.1275
8.5878	408.8119
8.5928	409.0439
8.5978	409.1538
8.6017	408.5602
8.6058	408.5451
8.6109	408.9357
8.616	409.1337
8.62	408.6412
8.6246	408.7763
8.6299	409.1222
8.6342	409.0011
8.6397	409.5034
8.6437	408.9446
8.6476	408.5648
8.6522	408.7803
8.6575	409.1853
8.6619	408.9363
8.6659	408.743
8.6712	409.2805
8.6762	409.2778
8.6814	409.5504
8.686	409.4238
8.6896	408.8036
8.6939	408.6476
8.699	409.0682
8.7042	409.45
8.708	408.9256
8.7125	408.9201
8.718	409.5366
8.7226	409.4789
8.7282	409.7475
8.7318	409.1515
8.7359	408.808
8.7403	408.8681
8.7457	409.5125
8.7501	409.2828
8.7544	409.0685
8.7592	409.2684
8.7642	409.4353
8.7689	409.551
8.774	409.5804
8.7777	409.0779
8.782	409.0162
8.7868	409.3715
8.7919	409.5948
8.796	409.2321
8.8003	409.1908
8.806	409.6072
8.8103	409.5407
8.8158	409.8072
8.8196	409.5015
8.8235	409.0558
8.8282	409.2204
8.8333	409.5788
8.838	409.569
8.8421	409.4844
8.8472	409.611
8.8519	409.5714
8.8564	409.6187
8.8619	409.9513
8.8654	409.4367
8.8699	409.3218
8.8748	409.5613
8.8799	409.7684
8.8841	409.5563
8.8885	409.5479
8.8939	409.9374
8.898	409.598
8.9038	410.1736
8.908	409.6904
8.9116	409.4445
8.9161	409.5307
8.9213	409.6824
8.926	409.729
8.9301	409.5675
8.935	409.7526
8.9397	409.7461
8.9445	409.8038
8.95	410.3277
8.9534	409.569
8.9576	409.5334
8.9626	409.6443
8.9677	410.026
8.9719	409.6288
8.9762	409.6122
8.9816	410.2141
8.9856	409.694
8.9913	410.4189
8.9957	410.0092
8.9995	409.5731
9.0038	409.6144
9.0092	410.1129
9.0139	410.0479
9.0181	409.727
9.0228	409.9488
9.0277	410.0853
9.0326	410.1986
9.0382	410.5117
9.0417	409.845
9.0458	409.6419
9.0507	409.8993
9.0559	410.3438
9.06	409.9379
9.0646	409.9084
9.0698	410.4124
9.0741	410.1105
9.0797	410.5182
9.084	410.3177
9.0876	409.7238
9.0922	409.7305
9.0975	410.3422
9.1023	410.3568
9.1066	410.0778
9.1112	410.2554
9.116	410.3344
9.1207	410.3985
9.1265	410.5688
9.13	410.1248
9.1341	409.8637
9.139	410.1695
9.1445	410.5081
9.1485	410.2199
9.1529	410.2175
9.1583	410.5237
9.1626	410.3537
9.1681	410.5885
9.1729	410.5061
9.1766	410.0946
9.1807	410.0763
9.1863	410.5023
9.1912	410.4963
9.1954	410.3437
9.2004	410.5019
9.2049	410.4637
9.2094	410.4545
9.2155	410.7242
9.219	410.3737
9.2229	410.0294
9.2279	410.3722
9.2332	410.5802
9.2375	410.4566
9.242	410.4514
9.2472	410.5653
9.2512	410.3652
9.2567	410.6333
9.2616	410.5766
9.2652	410.2486
9.2696	410.304
9.2751	410.572
9.2797	410.5673
9.2838	410.4661
9.2887	410.5311
9.2936	410.5367
9.298	410.4918
9.3038	410.8601
9.3075	410.501
9.3114	410.2931
9.3163	410.4821
9.3218	410.673
9.3259	410.5277
9.3305	410.5216
9.3358	410.6858
9.3398	410.5173
9.3451	410.7387
9.3501	410.7213
9.3536	410.4436
9.3581	410.4597
9.3633	410.6131
9.3684	410.6956
9.3725	410.5569
9.3775	410.645
9.3822	410.6635
9.3867	410.57
9.3925	411.0349
9.3962	410.5888
9.4001	410.4736
9.4051	410.5703
9.4104	410.8151
9.4147	410.6169
9.4193	410.6067
9.4247	410.8203
9.4287	410.6046
9.4337	410.7485
9.4389	410.8597
9.4423	410.5432
9.4466	410.5185
9.452	410.677
9.4572	410.8707
9.4608	410.5988
9.4656	410.6927
9.471	410.7911
9.475	410.6626
9.4808	411.1399
9.4847	410.7058
9.4889	410.5513
9.4936	410.6626
9.4989	410.9709
9.5031	410.7335
9.5076	410.6695
9.5129	411.0655
9.5174	410.7986
9.5224	410.9662
9.5274	411.0736
9.531	410.6379
9.5355	410.6215
9.5409	410.8495
9.546	411.0847
9.5498	410.7022
9.5546	410.766
9.5598	411.0576
9.5641	410.8912
9.5695	411.4399
9.5737	410.8725
9.5777	410.6431
9.5826	410.7638
9.5878	411.1134
9.592	410.8299
9.5963	410.7239
9.6016	411.1703
9.6065	411.09
9.6118	411.4112
9.6165	411.243
9.6201	410.7232
9.6243	410.6634
9.6293	410.9646
9.6347	411.2474
9.6385	410.7787
9.643	410.7728
9.6486	411.3052
9.6531	411.2242
9.6588	411.9489
9.6627	410.9966
9.6666	410.7451
9.6711	410.8018
9.6768	411.4667
9.6813	411.1369
9.6855	410.9619
9.6904	411.1431
9.6953	411.1913
9.7001	411.4227
9.7053	411.605
9.7092	410.9298
9.7133	410.8524
9.7185	411.1635
9.7238	411.5965
9.7279	411.0222
9.7321	410.9818
9.7377	411.6653
9.7422	411.4416
9.7477	412.011
9.7517	411.2202
9.7556	410.8416
9.7604	410.984
9.7656	411.4066
9.7703	411.4448
9.7747	411.2195
9.7797	411.5979
9.7842	411.3881
9.789	411.5312
9.7944	411.9749
9.7981	411.0775
9.8022	410.9843
9.8071	411.2629
9.8126	411.8338
9.8166	411.2495
9.8212	411.236
9.8267	411.9044
9.8308	411.3926
9.8364	412.1343
9.8408	411.7146
9.8447	411.0676
9.8492	411.2143
9.8544	411.7356
9.8591	411.769
9.8635	411.3289
9.8685	411.8044
9.8735	411.8329
9.8783	411.8993
9.8837	412.2937
9.8872	411.3251
9.8915	411.1722
9.8964	411.5412
9.9017	412.0323
9.9059	411.5914
9.9102	411.4586
9.9159	412.1309
9.92	411.5986
9.9257	412.3385
9.9299	411.952
9.9339	411.2534
9.9383	411.3633
9.9437	412.0349
9.9484	411.946
9.9528	411.6321
9.9577	411.8707
9.9624	411.9073
9.9671	411.9991
9.9728	412.3732
9.9764	411.6779
9.9805	411.3381
9.9855	411.7904
9.9908	412.1757
9.9949	411.7533
9.9996	411.7522
10.0047	412.2298
10.0091	411.921
10.0148	412.3858
10.0193	412.165
10.0229	411.5222
10.0273	411.4771
10.0329	412.1866
10.0378	412.1762
10.042	411.9378
10.0467	412.074
10.0518	412.1747
10.0566	412.2269
10.0623	412.4566
10.0658	411.9261
10.07	411.6103
10.0749	411.973
10.0804	412.377
10.0844	412.0028
10.089	411.9426
10.0943	412.3506
10.0985	412.0379
10.1039	412.3839
10.1087	412.3042
10.1124	411.7939
10.1168	411.7972
10.1223	412.3064
10.127	412.2871
10.1313	412.0391
10.1361	412.2584
10.1408	412.1708
10.1455	412.1977
10.1516	412.709
10.1552	412.0672
10.1591	411.7467
10.1641	412.116
10.1694	412.3908
10.1737	412.1924
10.1782	412.2054
10.1835	412.3908
10.1876	412.0664
10.193	412.4474
10.1979	412.3998
10.2016	411.9204
10.2061	411.9868
10.2115	412.3678
10.2165	412.3922
10.2206	412.1933
10.2256	412.3461
10.2302	412.3448
10.2346	412.2602
10.2406	412.9329
10.2444	412.2719
10.2485	411.9616
10.2532	412.1963
10.2587	412.4322
10.2628	412.2841
10.2673	412.2267
10.2727	412.4284
10.2767	412.2327
10.2822	412.5404
10.2871	412.524
10.2908	412.0407
10.2953	412.0622
10.3004	412.4004
10.3056	412.4903
10.3096	412.3254
10.3147	412.3887
10.3194	412.4029
10.3237	412.32
10.3296	413.0328
10.3336	412.3416
10.3374	412.0812
10.3424	412.3363
10.3479	412.6927
10.3519	412.3684
10.3565	412.3643
10.3619	412.7088
10.366	412.372
10.3713	412.5833
10.3765	412.8496
10.3803	412.3103
10.3846	412.2981
10.3899	412.475
10.3952	412.8643
10.3991	412.3737
10.404	412.458
10.4091	412.6274
10.4136	412.4038
10.4192	413.0773
10.4232	412.4242
10.4272	412.2355
10.4321	412.3685
10.4375	412.811
10.4418	412.4454
10.4463	412.3791
10.4518	412.9637
10.4564	412.5091
10.4611	412.808
10.4664	412.9504
10.47	412.3534
10.4744	412.3422
10.4797	412.5935
10.4851	412.9565
10.4889	412.3815
10.4936	412.4185
10.4989	412.8521
10.5034	412.5781
10.509	413.1145
10.5131	412.6015
10.5171	412.3517
10.522	412.4194
10.5273	412.9626
10.5319	412.5273
10.5361	412.3949
10.5415	412.9585
10.5464	412.9813
10.5516	413.1448
10.5567	413.0696
10.5604	412.3942
10.5647	412.3521
10.57	412.7307
10.5753	413.0482
10.5795	412.454
10.5839	412.4463
10.5896	413.0821
10.5941	412.9802
10.6	413.2977
10.604	412.6864
10.608	412.3809
10.6127	412.4009
10.6185	413.106
10.6231	412.8096
10.6273	412.4993
10.6323	412.7343
10.6372	412.8606
10.6421	413.0221
10.6475	413.142
10.6514	412.4809
10.6558	412.4292
10.661	412.84
10.6665	413.1476
10.6705	412.5813
10.675	412.521
10.6808	413.1378
10.6854	413.0385
10.6911	413.2727
10.6952	412.882
10.6991	412.3948
10.704	412.4883
10.7093	413.0473
10.7142	413.0295
10.7187	412.826
10.7238	413.0887
10.7285	412.9996
10.7336	413.0698
10.7393	413.2771
10.743	412.6467
10.7475	412.5008
10.7525	412.9312
10.7579	413.1681
10.7623	412.873
10.767	412.7373
10.7726	413.186
10.7769	412.9383
10.7827	413.2617
10.7871	413.0835
10.7911	412.4604
10.7958	412.6508
10.8013	413.0981
10.8059	413.0548
10.8103	412.7548
10.8155	413.0558
10.8205	413.0664
10.8256	413.0886
10.8311	413.341
10.8348	412.7462
10.839	412.4868
10.8445	412.9969
10.8497	413.1846
10.8541	412.9238
10.8585	412.7637
10.8643	413.2061
10.8682	412.9107
10.8745	413.3807
10.879	413.1398
10.8831	412.5157
10.8876	412.6874
10.8932	413.1689
10.8982	413.1161
10.9025	412.9455
10.9075	413.074
10.9126	413.0847
10.9173	413.1426
10.9233	413.3783
10.9269	412.8383
10.9312	412.4907
10.9361	412.8691
10.9417	413.164
10.946	412.9058
10.9507	412.8891
10.9561	413.2013
10.9603	412.9802
10.9662	413.3151
10.9706	413.1227
10.9744	412.522
10.9791	412.5045
10.9846	413.1701
10.9894	413.1208
10.9937	412.9273
10.9987	413.0375
11.0037	413.1128
11.0086	413.135
11.0144	413.3957
11.0183	412.9299
11.0225	412.5601
11.0275	412.9919
11.0331	413.2541
11.0371	413.0035
11.0418	412.9709
11.0473	413.2319
11.0516	413.0462
11.0574	413.3441
11.0623	413.2407
11.0662	412.796
11.0706	412.7291
11.0763	413.2058
11.0811	413.1904
11.0855	413.0218
11.0906	413.1682
11.0952	413.1086
11.1001	413.1241
11.1063	413.5281
11.11	413.0186
11.1142	412.5143
11.1193	413.025
11.1249	413.2663
11.1293	413.0695
11.1339	413.0921
11.1391	413.2196
11.1436	412.9572
11.1492	413.3366
11.1542	413.2685
11.1577	412.7079
11.1627	412.7927
11.1684	413.2169
11.1732	413.1978
11.1776	413.0244
11.1826	413.1356
11.1875	413.1333
11.192	413.0627
11.1982	413.5052
11.2021	413.0685
11.2063	412.5828
11.2113	413.0088
11.2168	413.2431
11.2211	413.0496
11.2259	413.0353
11.2314	413.2438
11.2355	413.0002
11.2411	413.3131
11.2465	413.2786
11.25	412.7111
11.2546	412.7289
11.26	413.1573
11.2652	413.2394
11.2694	413.0496
11.2746	413.1378
11.2796	413.1501
11.2839	413.0033
11.2901	413.4293
11.294	413.047
11.2982	412.5706
11.3032	412.9993
11.3088	413.2605
11.3134	413.0914
11.3179	413.0636
11.3234	413.2468
11.3277	413.036
11.3329	413.1824
11.3383	413.2787
11.3422	412.8205
11.3468	412.717
11.352	413.1158
11.3573	413.2445
11.3616	412.9678
11.3666	413.1069
11.3717	413.1973
11.3762	413.0477
11.382	413.3439
11.3864	413.0939
11.3903	412.6302
11.3953	412.9861
11.4008	413.2339
11.4055	413.0834
11.41	412.9859
11.4157	413.2632
11.4203	413.1268
11.4254	413.2021
11.4307	413.2488
11.4346	412.7458
11.439	412.5637
11.4444	413.109
11.4498	413.2192
11.4538	412.8832
11.4588	412.9661
11.4642	413.1808
11.4689	413.111
11.4747	413.3545
11.479	413.0714
11.4831	412.523
11.4882	412.8544
11.4935	413.1814
11.4982	413.0103
11.5026	412.7112
11.5082	413.1801
11.5132	413.1647
11.5186	413.2762
11.5237	413.2208
11.5276	412.6659
11.532	412.4499
11.5374	413.0193
11.5429	413.1749
11.5469	412.642
11.5515	412.5283
11.5572	413.1665
11.5621	413.1141
11.5681	413.4234
11.5721	412.9816
11.5764	412.455
11.581	412.4812
11.5869	413.1588
11.5917	412.9886
11.5961	412.741
11.6012	412.9688
11.6063	413.0467
11.6115	413.1361
11.6167	413.1709
11.6207	412.4803
11.6251	412.4205
11.6303	412.7904
11.6359	413.1279
11.6402	412.5367
11.6446	412.4772
11.6505	413.1246
11.655	412.9589
11.6609	413.2201
11.6652	412.7489
11.6694	412.3749
11.6742	412.4251
11.6797	412.9733
11.6845	412.8586
11.689	412.5243
11.6942	412.8847
11.699	412.7219
11.7041	412.8864
11.7099	413.1737
11.7137	412.4091
11.718	412.3692
11.7232	412.4862
11.7289	413.0449
11.7332	412.4831
11.7379	412.426
11.7436	413.079
11.7479	412.5252
11.7539	413.174
11.7585	412.8636
11.7626	412.3488
11.7674	412.3882
11.7728	412.6614
11.778	412.6938
11.7823	412.3914
11.7875	412.6544
11.7928	412.6517
11.7975	412.6336
11.8036	413.1374
11.8073	412.3271
11.8118	412.2194
11.817	412.4068
11.8225	412.7686
11.8268	412.3611
11.8314	412.3269
11.8372	412.7969
11.8416	412.3678
11.8478	413.0883
11.8524	412.4704
11.8562	412.0673
11.861	412.1299
11.8666	412.4126
11.8716	412.3864
11.8759	412.2587
11.8808	412.3622
11.886	412.3827
11.8911	412.404
11.897	412.9649
11.9007	412.2057
11.9051	411.993
11.9102	412.2252
11.9159	412.4167
11.92	412.2283
11.9249	412.1881
11.9306	412.4516
11.9349	412.2398
11.9408	412.6875
11.9456	412.3639
11.9497	411.9045
11.9543	411.8688
11.9599	412.3377
11.9649	412.3011
11.9696	412.0152
11.9745	412.1073
11.9795	412.2493
11.9847	412.2806
11.9906	412.592
11.9945	411.9311
11.9989	411.632
12.004	411.9184
12.0099	412.3459
12.0142	411.9355
12.019	411.881
12.0246	412.2885
12.029	411.9
12.0348	412.3634
12.0398	412.1345
12.0438	411.4311
12.0484	411.3764
12.054	412.0209
12.0591	412.0031
12.0633	411.6555
12.069	411.923
12.0737	411.7768
12.0786	411.734
12.0848	412.369
12.0888	411.5454
12.0931	411.068
12.0984	411.5166
12.104	412.0149
12.1084	411.5384
12.1131	411.4337
12.1186	411.868
12.123	411.2328
12.129	412.0178
12.1343	411.8469
12.138	410.9713
12.1428	410.9763
12.1484	411.4572
12.1536	411.5073
12.1581	411.0984
12.1633	411.3162
12.1684	411.2868
12.1729	411.0812
12.1792	411.9919
12.1833	411.0064
12.1876	410.731
12.1928	410.9027
