MTS25	Tensile stress
5.6026	395.1012
5.6071	395.2499
5.6121	395.6802
5.6168	395.6974
5.6206	395.3159
5.6256	395.6297
5.6307	395.8315
5.6355	395.96
5.6407	396.1418
5.6445	395.5091
5.6484	395.1763
5.6533	395.6429
5.6585	396.0083
5.6624	395.5786
5.6665	395.4353
5.672	395.9853
5.6763	395.788
5.6819	396.3671
5.6861	395.8886
5.6898	395.4644
5.6941	395.4432
5.6994	395.9278
5.7043	396.0012
5.7084	395.6952
5.7128	395.6823
5.7179	396.0189
5.7223	395.9578
5.7275	396.3239
5.7311	395.7321
5.735	395.5357
5.7398	395.7282
5.7452	396.3571
5.7491	395.8658
5.7535	395.7344
5.7591	396.3741
5.7633	396.0796
5.7685	396.4361
5.7733	396.256
5.7767	395.7001
5.781	395.7416
5.786	396.1111
5.791	396.3481
5.7949	395.9946
5.7996	396.0051
5.8046	396.3483
5.8091	396.2163
5.8146	396.491
5.8184	396.1022
5.8225	395.7903
5.8273	396.0531
5.8324	396.4288
5.8367	396.2339
5.841	396.0997
5.8462	396.4485
5.8504	396.2859
5.8554	396.457
5.8603	396.4406
5.8639	395.9728
5.8682	395.9783
5.8733	396.3857
5.8784	396.4472
5.8826	396.2601
5.8872	396.3248
5.8922	396.4469
5.8965	396.3849
5.9021	396.6143
5.9058	396.3428
5.9099	396.0252
5.9144	396.3199
5.9199	396.4586
5.924	396.4218
5.9284	396.3328
5.9337	396.4896
5.9378	396.4333
5.9433	396.5802
5.948	396.558
5.9518	396.2891
5.9562	396.2527
5.9611	396.4464
5.9663	396.5002
5.9701	396.416
5.9746	396.4308
5.9798	396.5159
5.984	396.4467
5.9898	396.8571
5.9935	396.4352
5.9975	396.248
6.0022	396.3914
6.0076	396.547
6.0118	396.4588
6.016	396.4371
6.0211	396.5535
6.0255	396.4581
6.0305	396.6447
6.0356	396.7696
6.0392	396.4224
6.0435	396.3803
6.0487	396.4879
6.0536	396.6718
6.0578	396.4548
6.0622	396.4556
6.0673	396.6753
6.0715	396.4964
6.0773	397.1147
6.0811	396.4998
6.0851	396.4274
6.0897	396.4508
6.095	396.7247
6.0996	396.5528
6.1037	396.4825
6.1087	396.7017
6.1132	396.5428
6.1183	396.8576
6.1237	397.0083
6.1273	396.4625
6.1313	396.4451
6.1365	396.6202
6.1417	396.915
6.1455	396.5371
6.1504	396.6324
6.1553	396.7605
6.1593	396.5273
6.1653	397.3875
6.1694	396.6807
6.1731	396.4479
6.1776	396.5023
6.1831	396.9803
6.1875	396.7384
6.1917	396.5864
6.1967	396.84
6.2011	396.6003
6.2061	396.8793
6.2114	397.2632
6.215	396.5099
6.2191	396.4654
6.224	396.7437
6.2291	397.0046
6.2332	396.654
6.2377	396.7494
6.2427	396.9333
6.2471	396.6777
6.2527	397.5751
6.2569	396.8835
6.2607	396.4861
6.2653	396.6171
6.2706	397.0582
6.275	396.9242
6.2792	396.7769
6.2843	397.1159
6.2886	396.8427
6.2933	396.9737
6.299	397.6743
6.3025	396.7108
6.3064	396.5941
6.3117	396.9083
6.3167	397.3926
6.3208	396.8312
6.3254	396.9165
6.3305	397.2618
6.3344	396.8173
6.3404	397.7761
6.3446	397.1249
6.3481	396.6394
6.3527	396.7943
6.3579	397.3545
6.3626	397.1395
6.3668	396.8939
6.3718	397.3215
6.3763	396.9919
6.3807	397.0468
6.3866	397.8043
6.3898	396.8438
6.3939	396.7033
6.3989	397.0333
6.4042	397.6996
6.408	397.0353
6.4126	397.1171
6.418	397.6369
6.4221	397.1803
6.4271	397.654
6.4318	397.4853
6.4356	396.8586
6.44	396.972
6.4454	397.5977
6.4501	397.5215
6.4543	397.1027
6.4592	397.6056
6.4638	397.5182
6.4685	397.5809
6.4738	398.0454
6.4774	397.1437
6.4814	396.8767
6.4865	397.4198
6.492	397.8775
6.496	397.1962
6.5001	397.1203
6.5057	397.8625
6.5099	397.5377
6.5151	398.0306
6.5196	397.6787
6.5231	396.9458
6.5276	397.1121
6.5328	397.7066
6.5376	397.6617
6.5415	397.0911
6.5464	397.5256
6.5515	397.8514
6.5563	398.0152
6.5614	398.2554
6.5652	397.371
6.5691	396.9887
6.574	397.5545
6.5793	398.0458
6.5832	397.451
6.5874	397.2613
6.5927	398.04
6.5972	397.7678
6.6028	398.5429
6.6071	397.8883
6.6109	397.247
6.6153	397.1746
6.6205	397.856
6.6255	398.0055
6.6294	397.5858
6.6339	397.574
6.639	398.0385
6.6435	397.9837
6.6487	398.5011
6.6527	397.6539
6.6568	397.3323
6.6614	397.5727
6.6671	398.366
6.6712	397.7779
6.6756	397.5732
6.6808	398.369
6.685	397.9602
6.6904	398.6308
6.6949	398.1632
6.6986	397.4689
6.7031	397.5246
6.7084	398.022
6.7134	398.234
6.7172	397.7861
6.7219	397.8092
6.7268	398.1847
6.7313	398.0094
6.7372	398.9673
6.741	397.8786
6.745	397.5531
6.7499	397.8727
6.7551	398.4069
6.7594	397.9754
6.7636	397.8428
6.7689	398.5551
6.7734	398.1104
6.7787	398.6423
6.7836	398.6039
6.7875	397.7345
6.7919	397.7281
6.797	398.1869
6.8021	398.5352
6.806	397.9875
6.8107	398.0645
6.8159	398.5309
6.8203	398.2233
6.8262	399.1821
6.83	398.0794
6.8343	397.6942
6.8392	398.0239
6.8443	398.5972
6.8487	398.1591
6.853	397.968
6.8584	398.6548
6.8626	398.0782
6.868	398.8513
6.8731	398.7501
6.8767	397.7952
6.8811	397.766
6.8861	398.2678
6.8912	398.5963
6.8954	397.9975
6.8998	398.0609
6.9052	398.6374
6.9096	398.2986
6.9157	399.2458
6.9195	398.2625
6.9236	397.7816
6.9282	398.0098
6.9336	398.6439
6.938	398.3347
6.9424	398.1566
6.9477	398.7679
6.9521	398.3423
6.9574	398.9485
6.9627	399.054
6.9664	398.0063
6.9705	397.8149
6.9757	398.4292
6.9811	398.9365
6.9852	398.2488
6.9897	398.2317
6.9953	398.8253
6.9994	398.4448
7.0056	399.2758
7.0095	398.4719
7.0133	397.92
7.018	398.0352
7.0236	398.9875
7.0281	398.5261
7.0326	398.2867
7.0377	398.8049
7.0423	398.4109
7.0475	399.0582
7.0529	399.1703
7.0566	398.1288
7.0608	397.93
7.0661	398.5641
7.0714	399.1321
7.0758	398.3926
7.0804	398.562
7.0857	398.8871
7.0899	398.4131
7.096	399.3501
7.1001	398.7158
7.1042	397.925
7.1088	398.2039
7.1145	399.0858
7.1193	398.7899
7.1237	398.4775
7.1289	398.9804
7.1333	398.4465
7.1383	398.9897
7.1439	399.2309
7.1476	398.1872
7.1519	398.0263
7.1575	398.6501
7.1626	399.1277
7.167	398.4381
7.1718	398.575
7.1767	398.9074
7.181	398.36
7.1868	399.2841
7.1912	398.773
7.1951	397.9808
7.1998	398.2102
7.2052	398.9921
7.2101	398.7793
7.2143	398.4414
7.2195	398.9596
7.224	398.5521
7.229	398.8629
7.2346	399.2631
7.2384	398.3013
7.2428	398.0688
7.2478	398.6487
7.2531	399.1635
7.2574	398.5503
7.262	398.6838
7.2671	399.006
7.2712	398.4169
7.2774	399.2686
7.2818	398.9288
7.2856	398.0837
7.2903	398.3813
7.2959	399.0931
7.3007	398.9583
7.3048	398.5833
7.3099	399.0683
7.3144	398.7625
7.3194	398.7698
7.3251	399.2572
7.3288	398.401
7.333	398.1295
7.3383	398.6299
7.3436	399.1933
7.3475	398.6038
7.3524	398.6768
7.3577	399.158
7.3621	398.7416
7.3672	399.1618
7.372	399.0316
7.3759	398.2326
7.3805	398.424
7.3858	399.066
7.3906	398.9981
7.3948	398.4914
7.4	399.0479
7.4049	398.9653
7.4098	399.0369
7.4153	399.2818
7.4191	398.5931
7.4232	398.2271
7.4282	398.78
7.4336	399.2194
7.4375	398.6025
7.4423	398.537
7.4477	399.2196
7.4525	398.9935
7.4578	399.257
7.4626	399.1306
7.4665	398.3022
7.4711	398.4528
7.4765	399.1374
7.4812	399.0428
7.4853	398.4323
7.4906	398.9718
7.4958	399.1882
7.5009	399.2248
7.5061	399.3028
7.51	398.5553
7.5139	398.1197
7.5193	398.731
7.5247	399.1977
7.5288	398.5674
7.5332	398.3851
7.5388	399.1936
7.5432	399.0128
7.5491	399.3838
7.5534	399.0439
7.5573	398.2354
7.5618	398.2025
7.5673	398.9884
7.5724	399.0748
7.5767	398.5944
7.5813	398.556
7.5868	399.1313
7.5913	399.07
7.597	399.3092
7.6008	398.7548
7.605	398.2783
7.61	398.5826
7.6157	399.2409
7.6202	398.7566
7.6245	398.4126
7.6302	399.2268
7.6345	398.9558
7.6402	399.3023
7.6449	399.091
7.6488	398.2636
7.6532	398.2862
7.6586	398.8726
7.6639	399.1315
7.6682	398.6222
7.6727	398.6393
7.678	399.0128
7.6825	398.7911
7.6885	399.3247
7.6925	398.662
7.6968	398.1856
7.7017	398.5337
7.7072	399.14
7.7115	398.6635
7.716	398.5027
7.7216	399.1895
7.7262	398.7685
7.7314	399.1933
7.7366	399.1392
7.7405	398.2234
7.7451	398.2019
7.7505	398.8697
7.7555	399.0861
7.7598	398.4888
7.7645	398.5942
7.7699	399.0651
7.7747	398.7662
7.7806	399.3146
7.7846	398.5364
7.7886	398.0509
7.7936	398.3799
7.7989	399.0095
7.8036	398.6056
7.8081	398.3239
7.8135	399.0676
7.818	398.4979
7.8236	399.1638
7.8288	399.1202
7.8326	398.1
7.8371	398.0656
7.8425	398.6425
7.8477	398.9608
7.852	398.2537
7.8566	398.3256
7.8622	398.9685
7.8668	398.522
7.8728	399.2801
7.8768	398.422
7.8809	397.9079
7.8858	398.1557
7.8913	398.8456
7.8959	398.4079
7.9006	398.2221
7.906	398.8111
7.9107	398.4019
7.916	398.98
7.9212	399.0211
7.9249	397.9815
7.9295	397.796
7.9346	398.3451
7.9402	398.8608
7.9446	398.2092
7.9494	398.1888
7.9549	398.7147
7.9594	398.3181
7.9655	399.241
7.9695	398.2878
7.9738	397.7507
7.9786	397.8511
7.9843	398.7125
7.9888	398.2122
7.9935	398.0316
7.9987	398.4869
8.0033	398.1384
8.0087	398.6524
8.0141	398.8856
8.0181	397.7672
8.0226	397.5478
8.0279	398.0808
8.0332	398.5005
8.0372	397.8493
8.0423	397.9967
8.0474	398.282
8.0518	397.9094
8.058	399.1229
8.0624	398.0297
8.0663	397.3974
8.0713	397.6873
8.0769	398.3451
8.0818	398.0706
8.086	397.8134
8.0913	398.207
8.0958	397.7908
8.1011	398.201
8.1069	398.6747
8.1107	397.5906
8.1151	397.403
8.1205	397.9283
8.126	398.3604
8.1301	397.6913
8.1351	397.8005
8.1406	398.0763
8.1448	397.6428
8.151	398.6764
8.1556	397.9082
8.1597	397.1393
8.1646	397.4326
8.1701	398.0074
8.175	397.7888
8.1795	397.5188
8.1852	397.9107
8.1898	397.5865
8.195	397.7947
8.2008	398.2682
8.2047	397.1364
8.209	396.9005
8.214	397.4098
8.2197	397.8672
8.224	397.3443
8.229	397.3879
8.2344	397.6906
8.2387	397.0936
8.2448	397.9949
8.2493	397.4454
8.2533	396.7838
8.2581	396.9285
8.2637	397.5158
8.2686	397.4422
8.273	397.0284
8.2784	397.4817
8.2831	397.2254
8.288	397.2226
8.2939	397.8617
8.298	396.8739
8.3024	396.6865
8.3077	397.0022
8.3134	397.6163
8.3176	396.8958
8.3226	396.9462
8.328	397.4664
8.3324	396.9345
8.338	397.3971
8.3428	397.0823
8.3471	396.5729
8.3519	396.6472
8.3575	396.9607
8.3627	396.9904
8.367	396.6992
8.3726	397.0678
8.3774	396.8815
8.3825	396.9109
8.3881	397.283
8.3924	396.5426
8.3966	396.4589
8.4021	396.6375
8.4076	396.9363
8.4121	396.5171
8.4164	396.502
8.4224	396.8715
8.4271	396.6226
8.4327	396.9481
8.4376	396.6853
8.4418	396.4363
8.4466	396.4452
8.452	396.5988
8.4571	396.5639
8.4612	396.4488
8.4667	396.5029
8.4721	396.6727
8.4774	396.7018
8.4829	396.767
8.4872	396.4106
8.4913	396.2135
8.4966	396.4346
8.5021	396.5395
8.5065	396.4035
8.5108	396.3147
8.5168	396.5081
8.5215	396.4536
8.5277	396.7416
8.5324	396.4378
8.5365	396.041
8.541	395.9634
8.5466	396.4234
8.5519	396.4349
8.5562	396.2157
8.561	396.1805
8.5667	396.4237
8.5715	396.3912
8.5772	396.4598
8.5815	396.0831
8.586	395.7679
8.591	395.9544
8.597	396.4436
8.6013	395.966
8.606	395.7542
8.6117	396.3432
8.6162	396.0092
8.6221	396.3964
8.6271	396.0435
8.6313	395.4814
8.6357	395.4819
8.6411	395.8002
8.6467	396.0202
8.6512	395.673
8.6561	395.6845
8.6616	395.8437
8.6661	395.681
8.6724	396.2526
8.6766	395.4968
8.681	395.0764
8.6862	395.3523
8.6919	395.7436
8.6966	395.4274
8.7015	395.2088
8.7072	395.728
8.7116	395.3134
8.7175	395.6716
8.7227	395.4687
8.727	394.8762
8.7316	394.8567
8.7371	395.0962
8.7426	395.2585
8.7468	394.9269
8.7516	394.9557
8.7572	395.1492
8.7621	394.9694
8.7684	395.5124
8.7726	394.7513
8.7769	394.3984
8.7819	394.6411
8.7875	394.9529
8.7922	394.7484
8.7968	394.5405
8.8024	394.9443
8.8071	394.5407
8.8128	394.925
8.8183	394.8602
8.8223	394.1265
8.8269	394.0961
8.8322	394.407
8.8377	394.6214
8.842	394.1523
8.847	394.1624
8.8528	394.4593
8.8575	394.185
8.8639	394.8274
8.8682	394.084
8.8725	393.7846
8.8776	393.9337
8.883	394.1282
8.8879	394.0128
8.8926	393.8588
8.8982	394.0929
8.903	393.9161
8.9087	394.0919
8.9142	394.0341
8.9182	393.2923
8.9228	393.2453
8.9283	393.5711
8.9339	393.8852
8.9384	393.3481
8.9432	393.3161
8.9488	393.6802
8.9533	393.3241
8.9597	393.9765
8.9642	393.2141
8.9686	392.9122
8.9737	392.9668
8.9797	393.312
8.9843	393.0887
8.9889	392.9732
8.9942	393.162
8.999	392.9554
9.0046	393.1786
9.0104	393.2072
9.0145	392.623
9.0191	392.3419
9.0246	392.774
9.0303	392.9399
9.0348	392.5892
9.0397	392.6431
9.0453	392.7423
9.0497	392.3617
9.0563	392.9975
9.0609	392.2528
9.065	391.8621
9.0701	391.9683
9.0757	392.3599
9.0808	392.0814
9.0857	391.9575
9.091	392.0441
9.0957	391.8496
9.1012	391.9806
9.1071	392.1053
9.1111	391.4859
9.1156	391.3785
9.1209	391.6665
9.1267	391.9205
9.131	391.4465
9.1362	391.4828
9.1417	391.5381
9.1464	391.1965
9.1527	391.7227
9.1576	391.1083
9.1617	390.4397
9.1666	390.5251
9.1721	391.067
9.177	390.7043
9.1818	390.5074
9.1873	390.7565
9.1922	390.4727
9.1975	390.4971
9.2036	390.7397
9.208	389.7162
9.2123	389.424
9.2177	389.9624
9.2235	390.3616
9.2282	389.5582
9.2331	389.5445
9.2387	389.7405
9.2429	389.2333
9.2492	389.9258
9.2542	389.2289
9.2585	388.6281
9.2636	388.7073
9.2691	389.1612
9.2743	389.0056
9.279	388.6603
9.2844	388.8671
9.2893	388.5963
9.2941	388.5608
9.3004	388.8296
9.3045	388.3829
9.3091	388.3426
9.3145	388.4018
9.3202	388.518
9.3244	388.3458
9.3295	388.3356
9.3352	388.3886
9.34	388.2838
9.3455	388.3414
9.3508	388.2294
9.355	387.7513
9.3599	387.8593
9.3652	388.1341
9.3706	388.0499
9.3752	387.4695
9.3806	387.9149
9.3861	387.5235
9.3912	387.3205
9.3971	387.532
9.4017	386.5015
9.4057	386.1453
9.4111	386.6278
9.4169	386.942
9.4213	386.1969
9.426	386.0608
9.4321	386.5537
9.437	386.0114
9.4427	386.2147
9.4481	385.6711
9.4523	384.7552
9.457	384.8069
9.4626	385.1426
9.4679	385.05
9.4724	384.5943
9.4775	384.8041
9.4831	384.8457
9.4886	384.7448
9.4947	384.5048
9.4992	383.8244
9.5036	383.6764
9.5088	383.8509
9.5145	384.0939
9.5191	383.7365
9.5237	383.6538
9.5295	383.9335
9.5345	383.6896
9.541	383.8047
9.5462	383.3498
9.5508	382.8438
9.5553	382.795
9.5607	383.2353
9.5662	383.2095
9.5706	382.7989
9.5756	382.7194
9.5812	382.9325
9.5864	382.6937
9.5927	382.7155
9.5975	381.9459
9.6019	381.4998
9.6069	381.6059
9.6129	382.2099
9.6173	381.3492
9.6219	380.8849
9.628	381.5529
9.6331	380.7691
9.6394	381.0677
9.6445	380.3022
9.6488	379.7648
9.6535	379.8026
9.6586	380.0495
9.6644	380.1171
9.6688	379.7509
9.6741	379.6735
9.6796	379.6412
9.6849	379.3384
9.6913	379.5318
9.6958	378.0681
9.7002	377.7016
9.7053	377.9304
9.7112	378.2734
9.7161	377.6832
9.7209	377.5047
9.7268	377.6959
9.7317	377.2885
9.7374	377.3472
9.7435	376.9796
9.7477	376.4491
9.7526	376.4255
9.7582	376.6431
9.7636	376.5876
9.7682	376.2318
9.7732	376.1955
9.7792	376.2161
9.7842	375.8207
9.7907	375.8799
9.7954	374.9522
9.7999	374.39
9.8049	374.8795
9.8106	375.0623
9.8155	374.4438
9.8203	374.2224
9.8261	374.3562
9.831	373.5836
9.8371	373.7791
9.8435	372.9086
9.8477	371.8625
9.8523	371.8511
9.8574	372.11
9.8632	372.1602
9.8679	371.6707
9.8729	371.6063
9.879	371.6332
9.8838	371.5071
9.8907	371.5479
9.8957	370.6694
9.9	370.104
9.9047	370.3881
9.9102	370.6846
9.9153	370.0371
9.9201	369.7172
9.9259	369.8464
9.9313	369.034
9.9372	369.0731
9.9436	368.3781
9.9478	367.2405
9.9523	367.1801
9.9575	367.6457
9.9634	367.6026
9.9682	367.072
9.9733	366.9482
9.9794	366.9393
9.9845	366.3723
9.9917	366.4987
9.9968	365.4438
10.0011	364.9334
10.0058	365.1645
10.0114	365.5441
10.0167	364.8279
10.0215	364.1548
10.0271	364.1788
10.0324	363.6227
10.0383	363.6236
10.0454	363.4318
10.0498	362.0583
10.0541	361.8652
10.0593	362.5256
10.0654	362.4021
10.0701	361.2864
10.0754	361.1852
10.0811	360.9134
10.086	360.2826
10.0932	360.6127
10.0985	359.4545
10.1029	359.1845
10.1076	359.2759
10.1134	359.4653
10.1191	359.1165
10.1241	358.5956
10.1301	358.5091
10.1353	357.761
10.1409	357.8091
10.148	357.1521
10.1525	355.265
10.1566	355.2087
10.1619	355.5694
10.1685	355.4142
10.1737	354.9975
10.179	354.9602
10.1848	354.7994
10.1896	353.9494
10.1961	354.316
10.2022	352.5488
10.2065	351.9918
10.2113	352.0883
10.2172	352.3325
10.2231	351.5279
10.2283	351.0877
10.2341	351.0575
10.2398	350.5135
10.2452	350.2994
10.2524	349.9737
10.2574	348.9145
10.2614	348.7281
10.2668	349.0208
10.2732	348.8728
10.2787	347.1351
10.2839	346.9009
10.2903	346.7575
10.2952	346.5807
10.302	346.6707
10.3082	344.7525
10.3126	343.9051
10.3171	344.0966
10.3231	344.4631
10.3299	343.3018
10.3353	342.9435
10.3411	342.9115
10.3465	342.1904
10.352	341.6829
10.3589	341.3937
10.3642	340.1265
10.3687	339.6438
10.3742	340.0936
10.3808	339.5616
10.3868	338.6237
10.3922	338.4435
10.3986	338.3438
10.4039	337.0914
10.41	337.0055
10.4167	335.5959
10.4214	334.7364
10.4262	334.7786
10.4323	334.7673
10.4391	334.0761
10.4447	333.3399
10.4504	333.3357
10.4567	332.4511
10.4629	331.7947
10.47	330.936
10.4751	329.9539
10.4793	329.8816
10.4846	329.9745
10.4922	329.2194
10.4988	327.2894
10.5039	327.0315
10.51	327.1515
10.516	326.6172
10.5229	326.3368
10.5304	324.3796
10.5351	323.5193
10.5395	323.879
10.5457	323.9137
10.5536	321.855
10.559	321.534
10.5646	321.5654
10.5721	320.3064
10.5795	318.6298
10.5874	317.6279
10.5924	316.4736
10.5963	316.4673
10.6015	316.7526
10.611	315.3972
10.6201	312.3105
10.625	311.8876
10.6315	311.9384

